 1.012   3.80245100e-02
 1.043   4.34835800e-02
 1.074   4.85228900e-02
 1.104   5.21713800e-02
 1.135   5.36963800e-02
 1.166   5.26657500e-02
 1.197   4.90615400e-02
 1.227   4.35232700e-02
 1.258   3.78696600e-02
 1.289   3.56878400e-02
 1.319   4.05424000e-02
 1.350   5.18038400e-02
 1.381   6.61539900e-02
 1.411   8.07268800e-02
 1.442   9.34490900e-02
 1.473   1.02780900e-01
 1.503   1.07667500e-01
 1.534   1.07686400e-01
 1.565   1.03401900e-01
 1.595   9.70340800e-02
 1.626   9.33478200e-02
 1.657   9.90925600e-02
 1.687   1.18417000e-01
 1.718   1.49585900e-01
 1.749   1.88132600e-01
 1.779   2.29836800e-01
 1.810   2.71231500e-01
 1.841   3.09466000e-01
 1.871   3.42253400e-01
 1.902   3.67946800e-01
 1.933   3.85692000e-01
 1.963   3.95617800e-01
 1.994   3.99025400e-01
 2.025   3.98510900e-01
 2.056   3.97869500e-01
 2.086   4.01546900e-01
 2.117   4.13479400e-01
 2.148   4.35663600e-01
 2.178   4.67345600e-01
 2.209   5.05391900e-01
 2.240   5.45409300e-01
 2.270   5.82833800e-01
 2.301   6.13646600e-01
 2.332   6.34771300e-01
 2.362   6.44301700e-01
 2.393   6.41653600e-01
 2.424   6.27685400e-01
 2.454   6.04787600e-01
 2.485   5.76896800e-01
 2.516   5.49298000e-01
 2.546   5.27950900e-01
 2.577   5.18081500e-01
 2.608   5.22304400e-01
 2.638   5.39428900e-01
 2.669   5.64974600e-01
 2.700   5.92915700e-01
 2.730   6.17346000e-01
 2.761   6.33418000e-01
 2.792   6.37676100e-01
 2.823   6.28078500e-01
 2.853   6.03894800e-01
 2.884   5.65554300e-01
 2.915   5.14470900e-01
 2.945   4.52849400e-01
 2.976   3.83479700e-01
 3.007   3.09526500e-01
 3.037   2.34329700e-01
 3.068   1.61254400e-01
 3.099   9.37718400e-02
 3.129   3.78150000e-02
 3.160   3.30687600e-02
 3.191   6.82982400e-02
 3.221   9.65967900e-02
 3.252   1.14110000e-01
 3.283   1.20872300e-01
 3.313   1.17878000e-01
 3.344   1.06725200e-01
 3.375   8.95328000e-02
 3.405   6.90900100e-02
 3.436   4.97142500e-02
 3.467   3.95118100e-02
 3.497   4.56832100e-02
 3.528   6.11909200e-02
 3.559   7.75078100e-02
 3.590   9.10143300e-02
 3.620   1.00269400e-01
 3.651   1.04747600e-01
 3.682   1.04437700e-01
 3.712   9.96735800e-02
 3.743   9.10347200e-02
 3.774   7.92764600e-02
 3.804   6.52930600e-02
 3.835   5.01519500e-02
 3.866   3.53622300e-02
 3.896   2.40333500e-02
 3.927   2.24684100e-02
 3.958   3.08935100e-02
 3.988   4.22509200e-02
 4.019   5.30923800e-02
 4.050   6.21865200e-02
 4.080   6.89733100e-02
 4.111   7.31665600e-02
 4.142   7.46489900e-02
 4.172   7.34422300e-02
 4.203   6.96991400e-02
 4.234   6.37034600e-02
 4.264   5.58752600e-02
 4.295   4.67919300e-02
 4.326   3.72579500e-02
 4.357   2.85120900e-02
 4.387   2.26343800e-02
 4.418   2.20070300e-02
 4.449   2.61196600e-02
 4.479   3.20676600e-02
 4.510   3.78394700e-02
 4.541   4.25113900e-02
 4.571   4.57060500e-02
 4.602   4.73329000e-02
 4.633   4.74810200e-02
 4.663   4.63634500e-02
 4.694   4.42770900e-02
 4.725   4.15657400e-02
 4.755   3.85815100e-02
 4.786   3.56432200e-02
 4.817   3.29940300e-02
 4.847   3.07680600e-02
 4.878   2.89807900e-02
 4.909   2.75538100e-02
 4.939   2.63650800e-02
 4.970   2.53007000e-02
 5.001   2.42866600e-02
 5.031   2.32945500e-02
 5.062   2.23274200e-02
 5.093   2.13966600e-02
 5.123   2.05004400e-02
 5.154   1.96121300e-02
 5.185   1.86821600e-02
 5.216   1.76508200e-02
 5.246   1.64658200e-02
 5.277   1.50982200e-02
 5.308   1.35537700e-02
 5.338   1.18798500e-02
 5.369   1.01707900e-02
 5.400   8.57399300e-03
 5.430   7.29157200e-03
 5.461   6.54138600e-03
 5.492   6.42494400e-03
 5.522   6.80984500e-03
 5.553   7.43159800e-03
 5.584   8.06856800e-03
 5.614   8.59992400e-03
 5.645   8.99215400e-03
 5.676   9.27570500e-03
 5.706   9.52277600e-03
 5.737   9.82104000e-03
 5.768   1.02415800e-02
 5.798   1.08100200e-02
 5.829   1.14954900e-02
 5.860   1.22216800e-02
 5.890   1.28898100e-02
 5.921   1.34005300e-02
 5.952   1.36689900e-02
